Post_text,success
"['chcieć', 'zobaczyć', 'volkswagen', 'szykować', 'paris', 'motor', 'show', 'poniżej', 'uchylać', 'rąbek', 'tajemnica']",7.125
"['rozpoczynać', 'siebie', 'nowy', 'era', 'wiek', 'historii', 'volkswagena', 'zobaczyć', 'model', 'elektryczny', 'samochód', 'który', 'ujrzeć', 'światło', 'dzienny', 'podczas', 'paris', 'motor', 'show', 'jaka', 'siebie', 'podobać', 'u']",33.75
"['długi', 'podczas', 'paris', 'motor', 'show', 'zaprezentować', 'zupełnie', 'nowy', 'model', 'volkswagena', 'jaka', 'siebie', 'podobać', 'kliknąć', 'wiek', 'zdjęcie', 'żeby', 'zobaczyć', 'szczegół', 'u']",59.75
"['cza', 'tiguan', 'móc', 'jaka', 'drug', 'dom', 'podczas', 'dziesięć', 'wakacyjny', 'wyprawić', 'ania', 'i', 'michał', 'taka', 'zżyć', 'siebie', 'z', 'swoje', 'towarzysz', 'podróż', 'ostatni', 'noc', 'postanowić', 'spędzić', 'wiek', 'samochód', 'pożegnać', 'tiguan', 'przez', 'panoramiczny', 'dach', 'pokazać', 'niesamowity', 'niebo', 'pełny', 'gwiazda', 'u', 'a', 'volkswagen', 'u', 'a', 'nowytiguan', 'u', 'a', 'podrozetiguana', 'u', 'a', 'weekendoweinspiracje']",32.125
"['zobaczyć', 'transmisja', 'żywo', 'z', 'premiera', 'zupełnie', 'nowy', 'elektryczny', 'model', 'volkswagena', 'kliknąć', 'poniżej', 'i', 'wkroczyć', 'wiek', 'nowy', 'era', 'mobilność', 'raz', 'z', 'volkswagenem', 'u', 'mondialauto']",10.75
"['wielki', 'premier', 'volkswagena', 'poznać', 'przełomowy', 'model', 'i', 'd', 'który', 'zostać', 'zaprezentować', 'podczas', 'targi', 'paris', 'motor', 'show', 'jaka', 'wrazić', 'mondialauto']",91.75
"['poznać', 'nowy', 'volkswagena', 'up', 'kolor', 'nadwozie', 'kolor', 'dach', 'i', 'wzór', 'ozdobny', 'panel', 'deska', 'rozdzielczy', 'wybór', 'taka', 'jaka', 'naprawdę', 'luby', 'który', 'konfiguracja', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'poznać', 'nowy', 'volkswagena', 'up']",15.25
"['najpiękniejszy', 'wspomnieć', 'wakacje', 'niesamowity', 'letni', 'niebo', 'odbijać', 'siebie', 'wiek', 'tafla', 'jezioro', 'wiek', 'mielnie', 'i', 'pełny', 'gwiazda', 'obserwować', 'przez', 'panoramiczny', 'dach', 'nowy', 'tiguana', 'taka', 'ania', 'i', 'michał', 'spędzić', 'ostatni', 'weekend', 'z', 'tiguanem', 'a', 'za', 'tęsknić', 'wspominać', 'lato', 'volkswagen', 'nowytiguan', 'podrozetiguana', 'weekendoweinspiracje']",23.25
"['golf', 'vs', 'golf', 'variant', 'który', 'volkswagena', 'wybierać']",64.875
"['zobaczyć', 'volkswagen', 'zaprezentować', 'podczas', 'targi', 'paris', 'motor', 'show', 'który', 'model', 'siebie', 'podobać', 'nowytiguan', 'e', 'golf', 'cza', 'i', 'd']",23.25
"['ani', 'i', 'michała', 'wyjątkowy', 'lato', 'bloger', 'przejechać', 'tiguanem', 'ponad', 'kilometr', 'aby', 'wyszukać', 'najpiękniejszy', 'najciekawszy', 'najoryginalniejszy', 'miejsce', 'wiek', 'polsce', 'wiek', 'galeria', 'zebrać', 'wszystek', 'weekendowy', 'inspiracja', 'głosować', 'zdjęcie', 'który', 'lubić', 'i', 'korzystać', 'z', 'planować', 'jesienny', 'wycieczka', 'u', 'a', 'volkswagen', 'u', 'a', 'nowytiguan', 'u', 'a', 'podrozetiguana', 'u', 'a', 'weekendoweinspiracje']",109.625
"['odmienić', 'wygląd', 'swoje', 'nowy', 'touarega', 'z', 'pakiet', 'stylistyczny', 'rline', 'przekonać', 'siebie', 'ił', 'sportowy', 'duch', 'drzemać', 'wiek', 'suvie', 'klasa', 'premium', 'u', 'gotowy', 'nowy', 'doznanie', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'zobaczyć', 'touarega', 'rok', 'line']",38.0
"['jeszcze', 'tylko', 'jutro', 'móc', 'wziąć', 'udział', 'wiek', 'zwykły', 'aukcja', 'volkswagena', 'który', 'jeździć', 'papież', 'franciszek', 'podczas', 'światowy', 'dzień', 'młodzież', 'dołączyć', 'szlachetny', 'akcja', 'cały', 'dochód', 'zostać', 'przeznaczyć', 'sfinansować', 'zakup', 'mobilny', 'klinika', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'papieski', 'golf']",35.125
"['nowy', 'up', 'posiadać', 'tyli', 'możliwość', 'konfiguracja', 'beza', 'trud', 'dopasować', 'unikalny', 'stylo', 'który', 'felga', 'podobać', 'siebie', 'dać', 'znać', 'wiek', 'komentarz']",422.5
"['golf', 'który', 'papież', 'franciszek', 'podróżować', 'podczas', 'światowy', 'dzień', 'młodzież', 'zostać', 'wylicytować', 'za', 'ponad', 'ćwierć', 'milion', 'złoty', 'dumny', 'volkswagen', 'móc', 'pomóc', 'cały', 'dochód', 'z', 'aukcja', 'zostać', 'przekazać', 'cela', 'charytatywny', 'dziękować']",57.5
"['wow', 'miłosz', 'pochwalić', 'siebie', 'golf', 'swoje', 'tata', 'i', 'musieć', 'przyznać', 'wyglądać', 'obłędnie', 'gratulować', 'okaz', 'a', 'jaka', 'siebie', 'podobać', 'mieć', 'zdjęcie', 'który', 'chcieć', 'siebie', 'pochwalić', 'dodawać', 'wiek', 'komentarz', 'a', 'móc', 'właśnie', 'u', 'a', 'volkswagen', 'pojawić', 'siebie', 'fanpage', 'u', 'u', 'c', 'u', 'c', 'u', 'c']",64.75
"['czas', 'pojedynka', 'gigant', 'golf', 'gti', 'vs', 'scirocco', 'który', 'volkswagena', 'wybierać']",86.25
"['oszczędność', 'samochód', 'elektryczny', 'i', 'dynamika', 'godny', 'gti', 'móc', 'tylko', 'golf', 'gte', 'przekonać', 'siebie', 'potrafić', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'zobaczyć', 'golfa', 'gte']",14.125
"['dzięki', 'fantastyczny', 'jazda', 'podczas', 'rajd', 'hiszpanii', 'sebastien', 'ogier', 'móc', 'raz', 'czwarty', 'z', 'rząd', 'świętować', 'zostać', 'rajdowy', 'mistrzemświata', 'zetrzeć', 'koniec', 'sezon', 'nica', 'móc', 'odebrać', 'tytuł', 'zespół', 'volkswagen', 'motorsport', 'prowadzić', 'także', 'wiek', 'klasyfikacja', 'producent', 'przypieczętować', 'tytuł', 'mistrz', 'świat', 'konstruktor', 'móc', 'nastąpić', 'podczas', 'rajd', 'wielki', 'brytanii']",10.875
"['odbyć', 'siebie', 'bit', 'rekord', 'świat', 'wiek', 'jednoczesny', 'prowadzić', 'resuscytacja', 'krążeniowo', 'oddechowy', 'przez', 'jaka', 'największy', 'liczba', 'osoba', 'jednocześnie', 'wydarzyć', 'rozpoczynać', 'oficjalny', 'współpraca', 'z', 'wośp', 'który', 'efekt', 'widoczny', 'wiek', 'cały', 'polsce', 'oraz', 'oczywiście', 'podczas', 'finał', 'wielki', 'orkiestra', 'świąteczny', 'pomoc', 'oj', 'siebie', 'dziać']",6.375
"['volkswagen', 'grać', 'z', 'wośp', 'ponad', 'osoba', 'z', 'cały', 'polski', 'wiek', 'zespół', 'vw', 'pobić', 'wczoraj', 'guinness', 'world', 'records', 'wiek', 'resuscytacja', 'krążeniowo', 'oddechowy', 'z', 'powinien', 'umieść', 'udzielić', 'pierwszy', 'pomoc', 'aktywnie', 'wspierać', 'akcja', 'ratować', 'i', 'uczyć', 'ratować']",42.25
"['dowiedzieć', 'siebie', 'jaka', 'optymalizować', 'koszt', 'flota', 'pojazd', 'oraz', 'umówić', 'siebie', 'jazda', 'testowy', 'hybrydowy', 'volkswagenem', 'podczas', 'targi', 'ekoflota', 'zapraszać', 'stoisko', 'volkswagen', 'najlepszy', 'z', 'zasady', 'udział', 'wiek', 'impreza', 'bezpłatny', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'rejestracja', 'targ', 'ekoflota']",23.5
"['volkswagen', 'dbać', 'ojciec', 'wiek', 'sytuacja', 'z', 'przejechać', 'kilometr', 'docenić', 'jeszcze', 'zobaczyć', 'móc', 'teraz', 'zyskać', 'kupować', 'nowy', 'golfa', 'u', 'były', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'dodatkowy', 'korzyść', 'volkswagena']",19.125
"['volkswagen', 'grać', 'z', 'wośp', 'potrzeba', 'fundacja', 'przekazać', 'cztery', 'samochód', 'a', 'jeszcze', 'koniec', 'spodziewać', 'siebie', 'wielki', 'atrakcja', 'oda', 'vw', 'podczas', 'styczniowy', 'finał', 'wielki', 'orkiestra', 'świąteczny', 'pomoc', 'oj', 'siebie', 'dziać']",196.5
"['całkowicie', 'elektryczny', 'samochód', 'ojciec', 'zasięg', 'kilometr', 'który', 'wiek', 'rok', 'wzbogacić', 'siebie', 'ojciec', 'tryba', 'jazda', 'automatyczny', 'i', 'd', 'otwierać', 'nowy', 'rozdziać', 'wiek', 'historii', 'volkswagena', 'zaintrygować', 'kliknąć', 'wiek', 'zdjęcie', 'żeby', 'zobaczyć', 'szczegół', 'ed', 'u', 'a', 'u', 'bardzo_dobry', 'ed', 'u', 'były', 'u', 'mondialauto']",36.875
"['wyróżnić', 'siebie', 'z', 'tłum', 'i', 'przyciągać', 'spojrzenie', 'z', 'pakiet', 'stylistyczny', 'rline', 'nowy', 'golf', 'wiek', 'centrum', 'uwaga', 'gotowy', 'sportowy', 'emocja', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'zobaczyć', 'golfa', 'rok', 'line']",26.5
"['taka', 'trudny', 'zagadka', 'chyba', 'jeszcze', 'mieć', 'wiedzieć', 'za', 'model', 'volkswagena']",99.125
"['legenda', 'motoryzacja', 'wiek', 'doskonały', 'formia', 'czyli', 'popularny', 'garbus', 'podesłać', 'przez', 'sebastiana', 'jaka', 'siebie', 'podobać', 'zgadnąć', 'za', 'rocznik', 'sebastian', 'dzięki', 'za', 'fantastyczny', 'zdjęcie', 'y', 'mieć', 'zdjęcie', 'który', 'chcieć', 'siebie', 'pochwalić', 'dodawać', 'wiek', 'komentarz', 'a', 'móc', 'właśnie', 'u', 'a', 'volkswagen', 'pojawić', 'siebie', 'fanpage', 'u', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c', 'u', 'c']",60.375
"['i', 'd', 'z', 'najważniejszy', 'model', 'wiek', 'historii', 'volkswagena', 'móc', 'siebie', 'doczekać', 'dzień', 'gdy', 'trafić', 'sprzedaż', 'mieć', 'podobnie']",37.875
"['passat', 'variant', 'vs', 'passat', 'alltrack', 'który', 'volkswagena', 'wybierać']",81.375
"['samochód', 'przekazać', 'wośp', 'dzielnie', 'służyć', 'wiek', 'cały', 'polsce', 'pracownik', 'fundacja', 'mieć', 'pewność', 'bezpiecznie', 'dotrzeć', 'wszystek', 'szkolić', 'wiek', 'ramy', 'program', 'ratować', 'i', 'uczyć', 'ratować', 'który', 'prowadzić', 'wiek', 'szkołach', 'teren', 'cały', 'kraju', 'wiek', 'z', 'szkolić', 'wziąć', 'udział', 'również', 'zespół', 'volkswagena', 'zobaczyć', 'zdjęcie', 'u']",44.0
"['odliczać', 'minuta', 'prezentacja', 'najnowszy', 'golfa', 'długi', 'volkswagen', 'zaprezentować', 'świat', 'kolejny', 'wersja', 'swoje', 'legendarny', 'model', 'zobaczyć', 'wyczekiwać', 'premiera', 'rok', 'u']",22.25
"['nowy', 'passat', 'z', 'pakiet', 'stylistyczny', 'rline', 'zyskać', 'powtarzalny', 'oblicze', 'nadać', 'legenda', 'zupełnie', 'nowy', 'charakter', 'gotowy', 'sportowy', 'doznanie', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'zobaczyć', 'passata', 'rok', 'line']",23.875
"['nowy', 'volkswagen', 'up', 'beats', 'jeszcze', 'radości', 'płynąć', 'z', 'jazda', 'delektować', 'siebie', 'krystalicznie', 'czysty', 'i', 'potężny', 'brzmienie', 'ulubić', 'muzyka', 'dzięki', 'wyrafinowany', 'systemowy', 'nagłaśniać', 'zobaczyć', 'jeszcze', 'czekać', 'wiek', 'nowy', 'up', 'beats', 'u', 'były', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'poznać', 'nowy', 'volkswagena', 'up', 'beats']",12.375
"['legenda', 'który', 'oda', 'ponad', 'rok', 'zmienny', 'zachwycać', 'nowy', 'golf', 'zaprezentować', 'jaka', 'siebie', 'podobać']",168.875
"['początek', 'wielki', 'przyjazny', 'nowy', 'golf', 'tuż', 'za', 'rogiem', 'tenże', 'móc', 'siebie', 'doczekać', 'premiera']",172.375
"['ciekawy', 'jaka', 'wyglądać', 'nowy', 'golf', 'a', 'móc', 'interesować', 'najnowszy', 'wersja', 'golfa', 'varianta', 'zobaczyć', 'nowy', 'wcielić', 'legenda', 'u']",31.0
"['prawdziwy', 'przyjaźnić', 'cena', 'ale', 'warto', 'zacząć', 'oda', 'coś', 'miły', 'kupić', 'teraz', 'golfa', 'i', 'skorzystać', 'z', 'rabatu', 'złoty', 'wybrać', 'idealny', 'model', 'i', 'zyskać', 'przyjaciel', 'cały', 'żyto', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'przyjaciel', 'golf']",24.875
"['móc', 'wyjście', 'z', 'zachwyt', 'nad', 'golf', 'roberta', 'widać', 'właściciel', 'dobry', 'ręka', 'samochód', 'gratulować', 'a', 'myśleć', 'mieć', 'zdjęcie', 'który', 'chcieć', 'siebie', 'pochwalić', 'dodawać', 'wiek', 'komentarz', 'a', 'móc', 'właśnie', 'u', 'a', 'volkswagen', 'pojawić', 'siebie', 'fanpage', 'u', 'u', 'c', 'u', 'c', 'u', 'c']",251.0
"['nowy', 'golf', 'wiek', 'polsce', 'podczas', 'targi', 'fleet', 'market', 'odbyć', 'siebie', 'pierwszy', 'wiek', 'polsce', 'publiczny', 'prezentacja', 'najnowszy', 'odsłona', 'legendarny', 'model', 'volkswagena', 'jaka', 'siebie', 'podobać']",217.0
"['podkreślić', 'dynamiczny', 'oblicze', 'nowegotiguana', 'z', 'pakiet', 'stylistyczny', 'rline', 'sportowy', 'ambicja', 'zobaczyć', 'wiek', 'detal', 'gotowy', 'aby', 'przyciągać', 'spojrzenie', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'twoj', 'nowy', 'tiguan']",18.375
"['zobaczyć', 'jaka', 'siebie', 'poradzić', 'z', 'zagadka', 'za', 'model', 'volkswagena']",116.875
"['scirocco', 'vs', 'scirocco', 'który', 'volkswagena', 'wybierać']",92.625
"['zobaczyć', 'zupełnie', 'nowy', 'volkswagena', 'wiek', 'rok', 'zadebiutować', 'arteon', 'nowy', 'limuzyna', 'klasa', 'premium', 'z', 'kojarzyć', 'siebie', 'nazwa', 'nowy', 'volkswagena']",50.875
"['karmann', 'ghia', 'prawo', 'rok', 'historii', 'volkswagena', 'ale', 'szczególny', 'model', 'zadebiutować', 'no', 'właśnie']",49.125
"['planować', 'zakupić', 'nowy', 'volkswagena', 'sprawdzić', 'jaka', 'prezentować', 'siebie', 'z', 'oryginalny', 'koło', 'zimowy', 'który', 'podobać', 'siebie', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'koło', 'zimowy', 'vw']",16.875
"['najnowszy', 'technologia', 'wiek', 'dobry', 'znany', 'szata', 'volkswagen', 'e', 'golf', 'zachwycać', 'elektryczny', 'napęd', 'który', 'dawać', 'przyjemność', 'z', 'jazda', 'jeszcze', 'zaskoczyć', 'e', 'golf', 'przekonać', 'siebie', 'u', 'były', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'poznać', 'volkswagena', 'e', 'golfa']",17.5
"['który', 'element', 'kolekcja', 'gti', 'oryginalny', 'akcesorium', 'volkswagen', '®', 'siebie', 'podobać', 'a', 'móc', 'coś', 'spoza', 'poniższy', 'zestawienie', 'sprawdzić', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'kolekcja', 'gti', 'i', 'dawać', 'znać', 'wiek', 'komentarz', 'no', 'i', 'czujny', 'długi', 'ruszać', 'z', 'super', 'konkurs', 'gti']",88.375
"['parkować', 'sprawiać', 'trudność', 'pokazać', 'potrafić', 'zatrzymać', 'film', 'wiek', 'odpowiedni', 'moment', 'i', 'pokazać', 'wiek', 'komentarz', 'prawdziwy', 'mistrz', 'kierownik']",284.5
"['wziąć', 'udział', 'wiek', 'konkurs', 'i', 'wygrać', 'nagroda', 'gti', 'd', 'dać', 'upust', 'swój', 'kreatywność', 'i', 'stworzyć', 'hasło', 'reklamowy', 'golfa', 'gti', 'który', 'podać', 'wiek', 'komentarz', 'móc', 'wygrać', 'z', 'nagroda', 'sportowy', 'torbę', 'portfel', 'kubek', 'lubić', 'breloczek', 'gti', 'mieć', 'czas', 'grudzień', 'spieszyć', 'siebie', 'regulamin', 'konkursowy', 'znaleźć', 'u', 'https', 'www', 'vw', 'sklepić', 'plac', 'plac', 'konkurs', 'gti', 'html']",295.375
"['jaka', 'prezent', 'chcieć', 'dostać', 'święty', 'wiek', 'rok', 'głosować', 'wybierać', 'odpowiedni', 'reakcja', 'zobaczyć', 'wszystek', 'świąteczny', 'propozycja', 'oda', 'oryginalny', 'akcesorium', 'volkswagen', '®', 'ed', 'u', 'a', 'u', 'bc', 'ed', 'u', 'be', 'u', 'HyperText_Transfer_Protocol', 'bit', 'ly', 'prezent', 'volkswagen']",34.625
"['zanim', 'trafić', 'telewizja', 'zanim', 'obejrzeć', 'milion', 'prezentować', 'nowy', 'spot', 'mieć', 'nadzieja', 'siebie', 'spodobać']",38.375
"['magiczny', 'chwila', 'z', 'najbliższy', 'życzyć', 'volkswagen']",48.5
"['oda', 'rok', 'blisko', 'siebie', 'nazywać', 'prawdziwy', 'przyjaźnić']",9.75
"['bezpieczeństwo', 'piątka', 'nowy', 'tiguan', 'otrzymać', 'najwyższy', 'ocena', 'pięć', 'gwiazdka', 'oda', 'organizacja', 'euro', 'ncap', 'znaleźć', 'siebie', 'wiek', 'grono', 'najbezpieczniejszy', 'samochód', 'wiek', 'swój', 'klasa', 'volkswagen']",89.0
"['nowy', 'tiguan', 'dostarczyć', 'wiele', 'niezapomniany', 'moment', 'zwłaszcza', 'podczas', 'wyprzedaż', 'wiek', 'salon', 'volkswagen', 'móc', 'zyskać', 'nawet', 'złoty', 'rabatu', 'sprawdzić', 'HyperText_Transfer_Protocol', 'taka', 'wyprzedazvw', 'wyprzedaż']",14.75
"['szczęśliwy', 'nowy', 'rok', 'życzyć', 'volkswagen', 'nowyrok']",399.625
"['wiele', 'powód', 'aby', 'kupić', 'passata', 'wyprzedaż', 'volkswagena', 'móc', 'dostać', 'rabata', 'złoty', 'zobaczyć', 'HyperText_Transfer_Protocol', 'taka', 'wyprzedazvw', 'volkswagen', 'passat', 'wyprzedaż']",30.0
"['volkswagen', 'golf', 'gti', 'clubsport', 'strona', 'ustanowić', 'nowy', 'rekord', 'tor', 'nijaki', 'rburgring', 'nordschleife', 'najlepszy', 'wynik', 'wiek', 'historii', 'legendarny', 'trasa', 'wiek', 'wykonać', 'auto', 'z', 'przedni', 'napęd', 'volkswagen', 'golf', 'gti']",62.75
"['volkswagen', 'raz', 'z', 'wośp', 'i', 'program', 'ratować', 'i', 'uczyć', 'ratować', 'uczyć', 'mały', 'dziecko', 'jaka', 'zostać', 'mały', 'ratownik', 'i', 'udzielać', 'pierwszy', 'pomoc', 'maliratownicy', 'plac']",2796.125
"['volkswagen', 'raz', 'z', 'wośp', 'uczyć', 'mały', 'bohater', 'udzielać', 'pierwszy', 'pomoc', 'cza', 'dziecko', 'chcieć', 'zostać', 'mały', 'ratownik', 'dowiedzieć', 'siebie', 'www', 'maliratownicy', 'plac']",235.625
"['spojrzeć', 'prawda', 'wiek', 'oko', 'choć', 'prawdziwy', 'przyjaźnić', 'cena', 'warto', 'zacząć', 'oda', 'coś', 'miły', 'sprawdzić', 'HyperText_Transfer_Protocol', 'taka', 'twojprzyjacielgolf', 'volkswagen', 'golf']",16.5
"['otworzyć', 'siebie', 'spotkanie', 'teraz', 'spotykać', 'siebie', 'z', 'otrzymać', 'rabata', 'złoty', 'wybrać', 'swój', 'model', 'i', 'skorzystać', 'z', 'wyprzedaż', 'volkswagen', 'wyprzedaż']",4.875
"['volkswagen', 'raz', 'z', 'wośp', 'uczyć', 'dziecko', 'udzielać', 'pierwszy', 'pomoc', 'zapraszać', 'teraz', 'strefa', 'volkswagena', 'pałac', 'kultura', 'i', 'nauka', 'czekać', 'wszystek', 'dziecko', 'który', 'chcieć', 'stać', 'siebie', 'mały', 'ratownik', 'zapraszać']",10.5
"['taka', 'wyglądać', 'strefa', 'mały', 'ratownik', 'volkswagena', 'i', 'wośp', 'instruktor', 'program', 'ratować', 'i', 'uczyć', 'ratować', 'uczyć', 'najmłodszy', 'udzielać', 'pierwszy', 'pomoc', 'volkswagen', 'wosp']",309.125
"['skorzystać', 'z', 'rabatu', 'złoty', 'golfa', 'varianta', 'i', 'zyskać', 'przyjaciel', 'ojciec', 'bogaty', 'i', 'pojemny', 'wnętrze', 'volkswagen', 'golf']",5.125
"['moment', 'wiek', 'który', 'zwyczajny', 'byt', 'raz', 'stawać', 'siebie', 'coś', 'nadzwyczajny', 'volkswagen', 'passat', 'raz']",13.375
"['podobać', 'siebie', 'nowy', 'tiguan', 'zagłosować', 'wiek', 'plebiscyt', 'auto', 'lider', 'który', 'organizować', 'przez', 'miesięcznik', 'auto', 'moto', 'i', 'tygodnik', 'motor', 'głosować', 'móc', 'styczeń']",15.625
"['jaka', 'zachować', 'siebie', 'wiek', 'sytuacja', 'zagrozić', 'jaka', 'udzielić', 'pierwszy', 'pomoc', 'wiedzieć', 'mali', 'ratownik', 'który', 'odwiedzić', 'strefa', 'volkswagena', 'podczas', 'finał', 'wośp']",201.75
"['najlepszy', 'chwila', 'wiek', 'który', 'raz', 'teraz', 'raz', 'kupić', 'volkswagena', 'z', 'rabatem', 'nawet', 'złoty', 'volkswagen', 'touran', 'wyprzedaż', 'raz']",8.625
"['pojechać', 'raz', 'parku', 'chociażby', 'wiek', 'środek', 'noc', 'volkswagen', 'tiguan', 'raz']",7.5
"['golf', 'potrafić', 'zwrócić', 'uwaga', 'móc', 'liczyć', 'pomoc', 'wiek', 'różny', 'sytuacja', 'sprawdzić', 'model', 'z', 'rabatem', 'złoty', 'HyperText_Transfer_Protocol', 'taka', 'twojprzyjacielgolf', 'volkswagen']",9.25
"['zobaczyć', 'jaka', 'ważny', 'gest', 'doskonale', 'ojciec', 'wiedzieć', 'móc', 'siebie', 'doczekać', 'premiera', 'nowy', 'golfa', 'z', 'system', 'gesture', 'contol', 'HyperText_Transfer_Protocol', 'taka', 'nowygolf']",3.0
"['mieć', 'oko', 'szeroko', 'otwarty', 'wyprzedaż', 'zdarzać', 'siebie', 'tylko', 'raz', 'wiek', 'rok']",5.5
"['zimowy', 'tiguan', 'z', 'napęd', 'motion', 'wiek', 'akcja', 'z', 'szczyt', 'wiek', 'zasięg']",36.875
"['dumny', 'bezprzewodowo', 'podgrzewać', 'szyb', 'zostać', 'docenić', 'wiek', 'testo', 'zależny', 'influencera', 'zachar', 'off', 'zobaczyć', 'zwrócić', 'szczególny', 'uwaga', 'https', 'youtu', 'be', 'nof', 'okrcl', 'metr']",43.375
"['wiele', 'powód', 'by', 'zakochać', 'siebie', 'wiek', 'volkswagenie', 'miłość', 'podróż']",35.125
"['wiek', 'dzień', 'podarować', 'bliski', 'rzecz', 'oda', 'serce', 'zobaczyć', 'specjalny', 'vwalentynkową', 'oferta', 'wiek', 'sklepać', 'volkswagena']",4.75
"['auto', 'kupować', 'siebie', 'rok', 'warto', 'przemyśleć', 'koszt', 'kilkuletni', 'eksploatacja', 'zobaczyć', 'ojciec', 'ił', 'mało', 'kosztować', 'użytkować', 'golfa', 'nizać', 'model', 'konkurencja', 'volkswagen', 'twojecentrumoszczędności']",18.75
"['przyjaciel', 'wystawiać', 'siebie', 'próba', 'ale', 'tiguan', 'udowadniać', 'móc', 'wszystek', 'dumny', 'model', 'wygrać', 'wiek', 'testo', 'porównawczy', 'auto', 'moto', 'sport']",62.25
"['za', 'wcześnie', 'prawdziwy', 'pasja', 'volkswagen']",48.625
"['kluczyć', 'wolność', 'przekręcić', 'i', 'wiek', 'droga', 'volkswagen', 'garbus']",17.375
"['wyruszyć', 'raz', 'wiek', 'podrożyć', 'pojechać', 'wiek', 'salon', 'volkswagena', 'czekać', 'wyprzedaż', 'rocznik', 'móc', 'tama']",4.375
"['projekt', 'pilnie', 'strzec', 'tajemnica', 'volkswagena', 'zobaczyć', 'podczas', 'marcowy', 'salon', 'samochodowy', 'wiek', 'genewie', 'smukły', 'linia', 'artystyczny', 'wizja', 'zaawansowany', 'technologia', 'dumny', 'wreszcie', 'móc', 'zaprezentować']",209.75
"['arteon', 'premiera', 'model', 'czekać', 'oda', 'dawny', 'prawdziwy', 'sztuka', 'piękny', 'sztuka', 'technologia', 'sztuka', 'luksus']",100.125
"['salon', 'genewa', 'żywo', 'zobaczyć', 'debiut', 'arteona', 'i', 'dać', 'znać', 'wiek', 'komentarz', 'jaka', 'wypaść', 'HyperText_Transfer_Protocol', 'volkswagen', 'gomexlive', 'coś', 'vw', 'live', 'pk', 'lang', 'en']",74.75
"['drogi', 'pani', 'pojechać', 'za', 'koniec', 'świat', 'życzyć', 'piękny', 'emocja']",14.375
"['taka', 'wiek', 'trakt', 'ostatni', 'finał', 'wośp', 'dokładnie', 'milion', 'i', 'tysiąc', 'udać', 'siebie', 'zebrać', 'pomoc', 'dziecko', 'i', 'senior', 'gratulować', 'i', 'dumny', 'móc', 'część', 'wydarzyć']",6.5
"['wyposażyć', 'idealnie', 'dopasować', 'marzyć', 'sprawdzić', 'jaka', 'móc', 'zaskoczyć', 'https', 'www', 'volkswagen', 'plac', 'kampania', 'oferta']",10.875
"['jeszcze', 'miejsce', 'nowy', 'tiguan', 'allspace', 'ogromny', 'przestrzeń', 'i', 'bogatszy', 'wyposażyć', 'wiek', 'raz', 'wiosenny', 'przejażdżka']",36.5
"['up', 'idealny', 'miasto', 'wybrać', 'teraz', 'z', 'rabatem', 'złoty', 'https', 'www', 'volkswagen', 'plac', 'plac', 'model', 'nowy', 'up', 'html']",14.875
"['codzienny', 'dążyć', 'realizacja', 'swoje', 'marzyć', 'najważniejszy', 'zobaczyć', 'jaka', 'móc', 'dopasować', 'swoje', 'volkswagena', 'https', 'www', 'volkswagen', 'plac', 'kampania', 'oferta']",14.0
"['najlepszy', 'przyjaciel', 'z', 'który', 'rozumieć', 'siebie', 'beza', 'słowo', 'taka', 'właśnie', 'nowy', 'golf', 'https', 'www', 'volkswagen', 'plac', 'plac', 'model', 'nowy', 'golf', 'html']",64.0
"['wiosna', 'najlepszy', 'czas', 'przygody', 'przeżyć', 'raz']",34.125
"['jaka', 'dobry', 'poinformować', 'wrażliwy', 'gest', 'wspomagać', 'nowy', 'najlepszy', 'przyjaciel', 'nowy', 'golf']",19.125
"['wiek', 'wszystek', 'pragnąć', 'inteligencja', 'elegancja', 'i', 'stylo', 'marzyć', 'ojciec', 'idealny', 'towarzysz', 'podróż', 'wybrać', 'passata', 'z', 'pakiet', 'korzyść']",18.375
"['z', 'potrzeba', 'właśnie', 'warto', 'skonfigurować', 'wymarzyć', 'volkswagena', 'tylko', 'przyjaciel', 'możny', 'wiek', 'pełny', 'zaufać']",14.375
